120 240
1 :7.15231788079470210  240 :3.75316629535813462  
8738 :8.73867000335703636  8977 :4.02722251045258961  8736 :5.67064424573503789  8497 :2.28888821069978921  
8739 :0.55726798303170877  8978 :8.07702871791741650  8737 :3.45957823419904154  8498 :3.73577074495681627  
8740 :7.88811914426099392  8979 :2.73110141300698883  8738 :4.57777642139957841  8499 :0.08239997558519242  
8741 :4.92110965300454684  8980 :7.88445692312387436  8739 :6.94204535050508120  8500 :9.76958525345622064  
8742 :4.75875118259224195  8981 :3.96160771507919574  8740 :5.08560441908017236  8501 :6.78121280556657613  
8743 :7.69798883022553149  8982 :8.31873531296731450  8741 :7.19870601519821740  8502 :0.76998199407940915  
8744 :7.11050752281258625  8983 :8.85280922879726617  8742 :0.54994354075746943  8503 :2.04321420941801213  
8745 :0.73274941251869263  8984 :1.38248847926267282  8743 :5.60075685903500453  8504 :0.47395245216223642  
8746 :0.17975402081362346  8985 :2.35816522721030308  8744 :4.11877803888058125  8505 :2.40333262123477898  
8747 :6.49250770592364290  8986 :3.46659749137852113  8745 :1.61290322580645151  8506 :4.59120456556901768  
8748 :4.53260902737510296  8987 :9.69603564561906772  8746 :9.39451277199621515  8507 :9.28037354655598534  
8749 :4.04095583971678796  8988 :7.41630298776207741  8747 :6.57979064302499506  8508 :9.43845942564165163  
8750 :0.16357921079134496  8989 :4.04492324594866748  8748 :7.34855189672536380  8509 :8.23450422681356287  
8751 :1.26712851344340338  8990 :5.85436567278054110  8749 :3.76628925443281348  8510 :1.82134464552751241  
8752 :6.84957426679280967  8991 :5.48905911435285532  8750 :9.48728904080324753  8511 :9.47599719229712889  
8753 :3.36100344859157074  8992 :5.75029755546739096  8751 :4.64705343791009273  8512 :0.16907254249702444  
8754 :0.74983977782525102  8993 :1.21341593676564830  8752 :7.26279488509781146  8513 :9.62248603778191480  
8755 :7.54020813623462605  8994 :4.24085207678457010  8753 :1.44444105349894714  8514 :6.91549424726096351  
8756 :7.25943784905545186  8995 :6.94936979277932032  8754 :7.74040955839716815  8515 :4.70686971648304731  
8757 :4.02600177007354976  8996 :5.69994201483199525  8755 :5.91875972777489512  8516 :2.13141270180364373  
8758 :0.10803552354503006  8997 :9.66887417218543099  8756 :5.50950651570177286  8517 :4.43494979705191206  
8759 :3.27066866054261896  8998 :0.06012146366771447  8757 :4.40626239814447462  8518 :8.40998565630054706  
8760 :6.71498764000366233  8999 :1.53111362041077914  8758 :0.85085604419080174  8519 :7.69402142399365196  
8761 :9.43418683431501215  9000 :2.38166447950682070  8759 :9.10885952330088244  8520 :6.99636829737235644  
8762 :9.78698080385754032  9001 :5.07858516190069320  8760 :4.14777062288277865  8521 :9.30967131565294359  
8763 :0.10925626392406995  9002 :3.67351298562578199  8761 :5.63280129398480156  8522 :5.17349772637104444  
8764 :5.17227698599200458  9003 :9.67894528031250978  8762 :6.55140842921231759  8523 :8.05352946562089933  
8765 :2.30048524430066825  9004 :2.96273689992980760  8763 :6.77846613971373646  8524 :4.89272743919187025  
8766 :5.96270638142033160  9005 :9.22421948912015210  8764 :6.89565721610156590  8525 :5.90289010284737703  
8767 :4.64827417828913259  9006 :0.61616870632038334  8765 :2.57789849543748284  8526 :2.65724662007507550  
8768 :2.84188360240485860  9007 :1.07364116336558113  8766 :4.85915707876827252  8527 :8.54579302346873426  
8769 :5.90716269417401652  9008 :2.91024506363109214  8767 :6.58619953001495428  8528 :0.65553758354441971  
8770 :0.69124423963133641  9009 :6.25019074068422498  8768 :0.38148136844996489  8529 :7.14102603228858346  
8771 :9.67131565294351070  9010 :7.85088656270027752  8769 :8.41853083895382603  8530 :9.14365062410351825  
8772 :1.43803216650898769  9011 :0.88534195989867859  8770 :9.32676168095950153  8531 :1.32511368144779818  
8773 :5.35142063661610745  9012 :2.24372081667531376  8771 :2.53944517349772658  8532 :0.07751701406903287  
8774 :3.15836054567094937  9013 :8.91476180303354049  8772 :5.39506210516678397  8533 :3.47025971251564069  
8775 :5.40238654744102309  9014 :0.01495406964323862  8773 :3.30332346568193591  8534 :1.99743644520401631  
8776 :5.42863246559038082  9015 :6.02282784508804614  8774 :8.29157383953367777  8535 :4.19141209143345428  
8777 :8.79848628192999094  9016 :1.78197576830347604  8775 :6.24195074312570597  8536 :6.15863521225623334  
8778 :0.92715231788079466  9017 :4.83870967741935498  8776 :8.13501388592181129  8537 :9.10580767235328281  
8779 :0.75899533066805014  9018 :5.67217017120883860  8777 :5.60472426526688405  8538 :3.91582995086519992  
8780 :3.28562273018585760  9019 :1.38187810907315289  8778 :6.12659077730643631  8539 :6.83858760338145100  
8781 :8.72829371013519761  9020 :9.39542832728049504  8779 :8.14630573442792993  8540 :5.35508285775322701  
8782 :1.19052705465865039  9021 :2.75673696096682619  8780 :1.46031067842646567  8541 :8.28241828669087887  
8783 :4.59822382274849684  9022 :3.56181524094363233  8781 :3.16660054322946882  8542 :9.17752616962187595  
8784 :8.73500778221991681  9023 :6.09790337839899887  8782 :4.48988311410870722  8543 :7.10470900601214606  
8785 :3.18826868495742666  9024 :6.25476851710562443  8783 :8.80123294778283061  8544 :3.83037812433240754  
8786 :2.02002014221625403  9025 :8.76644184698019302  8784 :6.14062929166539551  8545 :1.50456251716666167  
8787 :6.96951200903347878  9026 :8.84884182256538665  8785 :4.55702383495590091  8546 :9.89318521683400931  
8788 :2.00628681295205524  9027 :9.79400006103701948  8786 :3.57493820001831120  8547 :7.22281563768425539  
8789 :7.04245124668111178  9028 :3.08175908688619637  8787 :0.10437330240791040  8548 :3.70555742057557902  
8790 :3.61613818781090712  9029 :2.57850886562700277  8788 :2.10516678365428644  8549 :1.79662465285195472  
8791 :0.36286507766960663  9030 :9.37437055574205758  8789 :0.31525620288705097  8550 :2.25562303537095232  
8792 :1.08371227149266036  9031 :8.83114108706930701  8790 :3.35978270821253089  8551 :0.07049775688955351  
8793 :3.22031311990722369  9032 :6.39942625202185145  8791 :6.55140842921231759  8552 :9.30845057527390374  
8794 :9.55839716788232074  9033 :3.76781517990661330  8792 :9.69420453505050794  8553 :0.95187231055635246  
8795 :0.96102786339915158  9034 :1.90435499130222485  8793 :4.20392468031861366  8554 :2.79030732139042348  
8796 :2.95449690237128815  9035 :2.55897701956236467  8794 :4.85793633838923267  8555 :5.42008728293710096  
8797 :3.96832178716391493  9036 :4.78072450941496019  8795 :6.48396252327036304  8556 :3.42295602282784506  
8798 :8.05475020599993918  9037 :8.02148503067110141  8796 :0.90670491653187657  8557 :5.78356273079622785  
8799 :9.88708151493881005  9038 :8.38251899777214859  8797 :4.45844904934843012  8558 :4.60432752464369610  
8800 :4.86007263405255330  9039 :9.56602679525131983  8798 :1.36783959471419414  8559 :6.18793298135319070  
8801 :2.09967345194860666  9040 :5.09933774834437070  8799 :3.34238715781121254  8560 :3.54167302468947431  
8802 :3.19254127628406614  9041 :3.39060640278328806  8800 :0.65309610278633989  8561 :4.37391277809991763  
8803 :4.45509201330607052  9042 :2.17596972563859969  8801 :5.03616443372905653  8562 :3.63628040406506559  
8804 :5.54643391216772930  9043 :3.92803735465559845  8802 :9.72380748924222615  8563 :4.68489638966032906  
8805 :2.24311044648579383  9044 :8.78109073152867126  8803 :6.91518906216620355  8564 :8.11334574419385390  
8806 :6.18854335154271062  9045 :6.53920102542191817  8804 :8.00378429517502354  8565 :2.32490005188146620  
8807 :9.42228461561937358  9046 :4.32905056917020215  8805 :6.86819055757316832  8566 :4.90707113864558853  
8808 :6.51203955198828055  9047 :1.45939512314218578  8806 :1.54423657948545801  8567 :8.86684774315622448  
8809 :2.09448530533768729  9048 :8.05078279976805966  8807 :4.58723715933713816  8568 :2.79305398724326315  
8810 :6.63686025574510907  9049 :8.99472029786065264  8808 :7.43827631458479566  8569 :9.00906399731437091  
8811 :8.23541978209784276  9050 :9.81200598162785731  8809 :9.10702841273232266  8570 :8.77040925321207254  
8812 :3.26090273751030013  9051 :5.96392712179937146  8810 :4.48377941221350707  8571 :8.58394116031372967  
8813 :3.66588335825678291  9052 :2.18482009338663907  8811 :2.59224219489120156  8572 :6.69454023865474390  
8814 :3.76201666310617400  9053 :3.39732047486800726  8812 :0.09765923032319102  8573 :3.81633960997344879  
8815 :4.28357799005096584  9054 :3.76934110538041312  8813 :0.37873470259712516  8574 :7.16116824854274103  
8816 :6.54988250373851777  9055 :5.48142948698385535  8814 :3.48124637592699981  8575 :1.83050019837031153  
8817 :4.53566087832270259  9056 :3.76110110782189411  8815 :7.26096377452925168  8576 :8.63734855189672501  
8818 :7.66655476546525438  9057 :9.75218970305490274  8816 :5.03250221259193697  8577 :2.40821558275093839  
8819 :2.14728232673116226  9058 :7.77367473372600504  8817 :0.03173924985503708  8578 :9.84618671224097497  
8820 :3.63963744010742518  9059 :8.54213080233161470  8818 :2.01116977446821510  8579 :0.99642933439130832  
8821 :9.09848323007904369  9060 :4.90737632374034849  8819 :6.27185888241218326  8580 :3.39793084505752718  
8822 :0.58229316080202642  9061 :1.67516098513748579  8820 :0.45289468062379834  8581 :2.96487319559312734  
8823 :8.84884182256538665  9062 :6.07135227515488118  8821 :9.38749351481673600  8582 :0.67445905941953799  
8824 :9.54588457899716225  9063 :0.41291543321024199  8822 :3.33323160496841320  8583 :9.11526841029084167  
8825 :9.81597338785973683  9064 :3.55204931791131306  8823 :9.90112002929776835  8584 :7.96105838190862780  
8826 :8.12036500137333306  9065 :2.64778588213751620  8824 :4.98092593157750141  8585 :2.43598742637409593  
8827 :5.10055848872341056  9066 :1.83507797479171120  8825 :2.98928800317392485  8586 :3.82824182866908780  
8828 :8.28699606311227832  9067 :9.35056611835078044  8826 :1.74230170598467970  8587 :6.11468855861079774  
8829 :8.46522415845210041  9068 :9.67497787408063026  8827 :2.27240821558275075  8588 :7.76696066164128585  
8830 :0.51942503128147222  9069 :2.26355784783471181  8828 :8.89675588244270088  8589 :2.79091769157994340  
8831 :6.55781731620227681  9070 :3.41441084017456609  8829 :9.85381633960997405  8590 :0.06958220160527361  
8832 :4.13556321909237923  9071 :2.84829248939481783  8830 :3.81817072054200857  8591 :5.06820886867885356  
8833 :7.39066743980224050  9072 :1.55644398327585676  8831 :2.60750144962920016  8592 :2.96395764030884745  
8834 :3.89873958555864153  9073 :2.47932370983001205  8832 :5.39170506912442438  8593 :7.26859340189825165  
8835 :5.06607257301553382  9074 :0.58320871608630631  8833 :4.71968749046296576  8594 :2.99478133487960463  
8836 :2.86873989074373625  9075 :3.88958403271584219  8834 :9.67589342936491015  8595 :8.44294564653462309  
8837 :0.75258644367809080  9076 :2.02734458449049360  8835 :6.47541734061708407  8596 :4.65742973113193148  
8838 :1.50517288735618160  9077 :3.86577959532456417  8836 :1.81707205420087292  8597 :6.62709433271279025  
8839 :9.91302224799340870  9078 :0.79165013580736721  8837 :9.29929502243110484  8598 :5.28061769463179420  
8840 :3.01675466170232243  9079 :7.19473860896633788  8838 :4.21521652882473230  8599 :4.35041352580339957  
8841 :5.77837458418530847  9080 :4.71999267555772573  8839 :7.04306161687063170  8600 :1.15909298989837328  
8842 :4.96536149174474328  9081 :1.85644093142490929  8840 :0.93508713034455393  8601 :5.39414654988250408  
8843 :9.07712027344584449  9082 :5.41642506179998140  8841 :3.52641376995147571  8602 :4.93636890774254589  
8844 :7.11447492904446577  9083 :5.47257911923581641  8842 :8.37244788964506981  8603 :2.79763176366466260  
8845 :4.01043733024079074  9084 :0.31678212836085085  8843 :6.32496108890041775  8604 :4.23810541093173043  
8846 :5.53422650837733077  9085 :2.99844355601672419  8844 :2.16650898770104083  8605 :8.11792352061525335  
8847 :0.47883541367839594  9086 :6.00878933072908694  8845 :6.80867946409497371  8606 :1.55339213232825712  
8848 :2.94991912594988870  9087 :5.67094943082979785  8846 :0.36683248390148626  8607 :1.93548387096774199  
8849 :2.55928220465712464  9088 :2.80129398480178216  8847 :6.43299661244544829  8608 :5.37034211249122606  
8850 :5.34592730491042811  9089 :1.20181890316476947  8848 :2.84401989806817834  8609 :5.61449018829920377  
8851 :3.23007904293954295  9090 :0.54628131962034976  8849 :9.27549058503982593  8610 :2.55561998352000508  
8852 :4.81551561021759689  9091 :5.22507400738547911  8850 :6.95547349467452047  8611 :4.30890835291604368  
8853 :5.35050508133182756  9092 :5.70787682729575518  8851 :0.82674642170476398  8612 :1.98950163274025704  
8854 :8.66359447004608363  9093 :3.98998992889187276  8852 :9.45921201208532914  8613 :1.22074037903988764  
8855 :8.88393810846278242  9094 :9.68260750144962934  8853 :3.02896206549272140  8614 :9.44792016357921050  
8856 :4.75753044221320209  9095 :8.30896938993499568  8854 :4.67818231757560987  8615 :3.10831019013031407  
8857 :4.37665944395275730  9096 :8.37122714926602995  8855 :5.56443983275856802  8616 :3.73516037476729634  
8858 :3.12906277657399201  9097 :8.74996185186315500  8856 :8.91415143284402056  8617 :7.04336680196539167  
8859 :2.68410290841395316  9098 :2.99661244544816441  8857 :3.39457380901516759  8618 :4.06781212805566561  
8860 :3.82580034791100809  9099 :2.08441419721060806  8858 :1.11117893002105772  8619 :8.41853083895382603  
8861 :0.94668416394543287  9100 :2.17688528092287958  8859 :0.55024872585222939  8620 :8.70540482802819859  
8862 :1.01290932950834689  9101 :8.98159733878597422  8860 :9.77141636402478042  8621 :0.20661030915250100  
8863 :4.81704153569139670  9102 :5.24369029816583776  8861 :0.16968291268654440  8622 :4.83504745628223542  
8864 :3.32468642231513423  9103 :2.95266579180272837  8862 :6.11621448408459756  8623 :3.46781823175756099  
8865 :6.93594164860988194  9104 :6.81264687032685323  8863 :0.78768272957548757  8624 :9.70366527298806680  
8866 :0.46540726950895717  9105 :0.54811243018890954  8864 :3.50321970274971761  8625 :9.10672322763756270  
8867 :1.65959654530472722  9106 :2.60414441358684057  8865 :8.87478255561998353  8626 :3.00088503677480389  
8868 :6.06219672231208229  9107 :2.80159916989654212  8866 :3.08877834406567597  8627 :0.88015381328775899  
8869 :6.03625598925748452  9108 :6.51448103274636026  8867 :7.62688070314645827  8628 :0.49134800256355482  
8870 :6.76473281044953723  9109 :7.92657246620075107  8868 :5.74236274300363192  8629 :9.65727713858455239  
8871 :7.03115939817499314  9110 :8.93490401928769806  8869 :2.00262459181493568  8630 :8.89919736320078059  
8872 :7.59971922971282066  9111 :5.25925473799859589  8870 :0.21027253028962065  8631 :8.92422254097109935  
8873 :5.00534073915829936  9112 :6.32160405285805815  8871 :0.01525925473799860  8632 :2.03741569261757238  
8874 :3.56852931302835152  9113 :0.45625171666615805  8872 :7.53166295358134708  8633 :1.54301583910641815  
8875 :3.44096194341868333  9114 :2.01757866145817433  8873 :0.26917325357829525  8634 :8.19513534958952583  
8876 :7.50297555467390964  9115 :1.93975646229438148  8874 :1.69804986724448370  8635 :7.76177251503036558  
8877 :4.91805780205694720  9116 :8.32209234900967409  8875 :5.74968718527787104  8636 :8.76674703207495298  
8878 :4.16333506271553677  9117 :8.59126560258796879  8876 :6.57368694112979490  8637 :4.46790978728598898  
8879 :3.34116641743217269  9118 :9.81078524124881746  8877 :3.86242255928220457  8638 :8.13653981139561111  
9119 :0.59175389873958550  8878 :8.69777520065919951  8639 :9.05392620624408728  
8881 :5.70024719992675521  9120 :2.41523483993041799  8640 :7.90643024994659260  
8882 :2.72286141544846938  9121 :4.81154820398571736  8880 :2.71431623279519041  8641 :0.14709921567430648  
8883 :8.48200933866390017  9122 :4.40443128757591484  8881 :0.37415692617572560  8642 :6.69820245979186346  
8884 :3.69365520187994001  9123 :3.80321665089876992  8882 :8.19025238807336642  8643 :1.87414166692098760  
8885 :2.31360820337534712  9124 :5.44175542466505924  8883 :0.95431379131443217  8644 :0.01403851435895871  
8886 :0.17578661458174383  9125 :0.26123844111453598  8884 :5.51591540269173297  8645 :6.55415509506515725  
8887 :8.02972502822962042  9126 :9.84618671224097497  8885 :0.62440870387890257  8646 :9.73967711416974424  
